owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
sindresorhus,type-fest,sindresorhus/type-fest,16448,657,TypeScript,181,10.0,rapid,20300,False,,,,,,,,,,,,,,
yetone,avante.nvim,yetone/avante.nvim,16447,747,Lua,27,11.0,rapid,24900,False,,,,,,,,,,,,,,
xifangczy,cat-catch,xifangczy/cat-catch,16445,1381,JavaScript,54,21.0,rapid,1300,False,,,,,,,,,,,,,,
prisma,prisma1,prisma/prisma1,16445,851,Scala,182,5.0,rapid,26500,False,,,,,,,,,,,,,,
umijs,qiankun,umijs/qiankun,16442,2068,TypeScript,146,7.0,rapid,6600,False,,,,,,,,,,,,,,
wtfutil,wtf,wtfutil/wtf,16420,827,Go,74,13.0,rapid,20400,False,,,,,,,,,,,,,,
state-spaces,mamba,state-spaces/mamba,16419,1491,Python,29,8.0,rapid,4200,False,,,,,,,,,,,,,,
flatpickr,flatpickr,flatpickr/flatpickr,16418,1470,TypeScript,137,8.0,rapid,27000,False,,,,,,,,,,,,,,
denisidoro,navi,denisidoro/navi,16402,532,Rust,69,9.0,rapid,10200,False,,,,,,,,,,,,,,
infernojs,inferno,infernojs/inferno,16394,637,JavaScript,195,7.0,rapid,21800,False,,,,,,,,,,,,,,
hyperledger,fabric,hyperledger/fabric,16386,9081,Go,89,28.0,rapid,55200,False,,,,,,,,,,,,,,
vuejs,vitepress,vuejs/vitepress,16371,2571,TypeScript,182,6.0,rapid,39800,False,,,,,,,,,,,,,,
questdb,questdb,questdb/questdb,16356,1510,Java,96,21.5,rapid,17200,False,,,,,,,,,,,,,,
NVIDIA,open-gpu-kernel-modules,NVIDIA/open-gpu-kernel-modules,16349,1526,C,170,7.0,rapid,1500,False,,,,,,,,,,,,,,
networkx,networkx,networkx/networkx,16340,3427,Python,63,20.0,rapid,79400,False,,,,,,,,,,,,,,
Klocman,Bulk-Crap-Uninstaller,Klocman/Bulk-Crap-Uninstaller,16330,725,C#,68,19.0,rapid,3800,False,,,,,,,,,,,,,,
sandboxie-plus,Sandboxie,sandboxie-plus/Sandboxie,16306,1828,C,190,8.0,rapid,11600,False,,,,,,,,,,,,,,
huggingface,trl,huggingface/trl,16300,2291,Python,68,16.0,rapid,40600,False,,,,,,,,,,,,,,
nukeop,nuclear,nukeop/nuclear,16292,1226,TypeScript,80,16.0,rapid,22100,False,,,,,,,,,,,,,,
tikv,tikv,tikv/tikv,16288,2222,Rust,204,13.0,rapid,45900,False,,,,,,,,,,,,,,
nautechsystems,nautilus_trader,nautechsystems/nautilus_trader,16281,1886,Rust,128,12.0,rapid,10200,False,,,,,,,,,,,,,,
dvajs,dva,dvajs/dva,16227,3137,JavaScript,35,17.0,rapid,10200,False,,,,,,,,,,,,,,
video-dev,hls.js,video-dev/hls.js,16216,2700,TypeScript,319,7.0,rapid,37000,False,,,,,,,,,,,,,,
cure53,DOMPurify,cure53/DOMPurify,16209,816,JavaScript,129,31.0,rapid,12500,False,,,,,,,,,,,,,,
argoproj,argo-workflows,argoproj/argo-workflows,16186,3410,Go,316,6.0,rapid,98400,False,,,,,,,,,,,,,,
pqina,filepond,pqina/filepond,16170,859,JavaScript,72,7.5,rapid,8700,False,,,,,,,,,,,,,,
diegomura,react-pdf,diegomura/react-pdf,16167,1286,TypeScript,407,9.0,rapid,14900,False,,,,,,,,,,,,,,
DIYgod,DPlayer,DIYgod/DPlayer,16162,2473,JavaScript,42,11.5,rapid,6200,False,,,,,,,,,,,,,,
OptimalBits,bull,OptimalBits/bull,16161,1435,JavaScript,87,9.0,rapid,24800,False,,,,,,,,,,,,,,
emcie-co,parlant,emcie-co/parlant,16155,1349,Python,26,6.0,rapid,3100,False,,,,,,,,,,,,,,
swaywm,sway,swaywm/sway,16153,1197,C,80,13.5,rapid,57300,False,,,,,,,,,,,,,,
apache,arrow,apache/arrow,16151,3900,C++,28,7.0,rapid,144300,False,,,,,,,,,,,,,,
getzola,zola,getzola/zola,16136,1094,Rust,51,28.0,rapid,48800,False,,,,,,,,,,,,,,
OpenRA,OpenRA,OpenRA/OpenRA,16127,2825,C#,104,25.5,rapid,43400,False,,,,,,,,,,,,,,
zerotier,ZeroTierOne,zerotier/ZeroTierOne,16126,1858,C++,47,20.0,rapid,10800,False,,,,,,,,,,,,,,
yabwe,medium-editor,yabwe/medium-editor,16123,1852,JavaScript,149,5.0,rapid,20800,False,,,,,,,,,,,,,,
NVIDIA-NeMo,NeMo,NVIDIA-NeMo/NeMo,16101,3197,Python,79,22.0,rapid,46000,False,,,,,,,,,,,,,,
aio-libs,aiohttp,aio-libs/aiohttp,16091,2156,Python,215,7.0,rapid,79500,False,,,,,,,,,,,,,,
shadowsocks,shadowsocks-libev,shadowsocks/shadowsocks-libev,16058,6305,C,75,18.0,rapid,21600,False,,,,,,,,,,,,,,
clauderic,dnd-kit,clauderic/dnd-kit,16049,800,TypeScript,318,10.0,rapid,4700,False,,,,,,,,,,,,,,
ratatui,ratatui,ratatui/ratatui,16046,498,Rust,110,6.0,rapid,24700,False,,,,,,,,,,,,,,
typescript-eslint,typescript-eslint,typescript-eslint/typescript-eslint,16012,2837,TypeScript,364,6.0,rapid,76000,False,,,,,,,,,,,,,,
sismo-core,sismo-badges,sismo-core/sismo-badges,16006,532,TypeScript,29,9.0,rapid,400,False,,,,,,,,,,,,,,
datawhalechina,leedl-tutorial,datawhalechina/leedl-tutorial,16000,3079,Jupyter Notebook,21,24.5,rapid,1500,False,,,,,,,,,,,,,,
johannesjo,super-productivity,johannesjo/super-productivity,15998,1302,TypeScript,310,5.0,rapid,31200,False,,,,,,,,,,,,,,
picocss,pico,picocss/pico,15974,473,CSS,43,15.0,rapid,6300,False,,,,,,,,,,,,,,
hashicorp,nomad,hashicorp/nomad,15963,2036,Go,232,14.0,rapid,91000,False,,,,,,,,,,,,,,
sindresorhus,ky,sindresorhus/ky,15961,439,TypeScript,89,21.0,rapid,11900,False,,,,,,,,,,,,,,
amplication,amplication,amplication/amplication,15961,1558,TypeScript,227,6.0,rapid,28100,False,,,,,,,,,,,,,,
dortania,OpenCore-Legacy-Patcher,dortania/OpenCore-Legacy-Patcher,15951,1624,Python,90,16.0,rapid,4100,False,,,,,,,,,,,,,,
allenai,olmocr,allenai/olmocr,15943,1215,Python,28,10.5,rapid,1400,False,,,,,,,,,,,,,,
k4yt3x,video2x,k4yt3x/video2x,15937,1410,C++,37,7.0,rapid,2400,False,,,,,,,,,,,,,,
umijs,umi,umijs/umi,15916,2680,TypeScript,542,5.0,rapid,51100,False,,,,,,,,,,,,,,
audacity,audacity,audacity/audacity,15914,2473,C++,59,29.0,rapid,29600,False,,,,,,,,,,,,,,
doitsujin,dxvk,doitsujin/dxvk,15860,1015,C++,90,17.0,rapid,17800,False,,,,,,,,,,,,,,
android-hacker,VirtualXposed,android-hacker/VirtualXposed,15858,2524,Java,50,9.0,rapid,5600,False,,,,,,,,,,,,,,
rui314,mold,rui314/mold,15853,520,C++,63,17.0,rapid,12500,False,,,,,,,,,,,,,,
apache,apisix,apache/apisix,15852,2708,Lua,63,31.5,rapid,48500,False,,,,,,,,,,,,,,
ianyh,Amethyst,ianyh/Amethyst,15838,505,Swift,104,14.0,rapid,9400,False,,,,,,,,,,,,,,
jasmine,jasmine,jasmine/jasmine,15837,2240,JavaScript,81,35.0,rapid,35300,False,,,,,,,,,,,,,,
apple,foundationdb,apple/foundationdb,15832,1446,C++,311,7.0,rapid,33000,False,,,,,,,,,,,,,,
Kotlin,anko,Kotlin/anko,15829,1282,Kotlin,26,35.0,rapid,7500,False,,,,,,,,,,,,,,
mikf,gallery-dl,mikf/gallery-dl,15825,1245,Python,185,14.0,rapid,19300,False,,,,,,,,,,,,,,
tursodatabase,libsql,tursodatabase/libsql,15809,444,C,55,8.5,rapid,15000,False,,,,,,,,,,,,,,
onyx-dot-app,onyx,onyx-dot-app/onyx,15797,2147,Python,102,6.0,rapid,16700,False,,,,,,,,,,,,,,
