owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
facebook,react,facebook/react,240593,49861,JavaScript,106,21.5,rapid,195600,True,2025-11-16T22:04:09.581462,1002,0,22947,161881,0.0,17.7,540352,87026,59796,5.0,1.0,1.0,OK
vuejs,vue,vuejs/vue,209685,33804,TypeScript,249,5.0,rapid,38000,True,2025-11-16T22:04:09.581462,162,0,1544,10349,0.0,9.0,63139,10963,6537,4.0,1.0,1.0,OK
tensorflow,tensorflow,tensorflow/tensorflow,192429,74993,C++,219,10.0,rapid,496600,False,,,,,,,,,,,,,,
Significant-Gravitas,AutoGPT,Significant-Gravitas/AutoGPT,179701,46123,Python,80,7.0,rapid,79500,False,,,,,,,,,,,,,,
microsoft,vscode,microsoft/vscode,178570,36160,TypeScript,184,7.0,rapid,285300,False,,,,,,,,,,,,,,
AUTOMATIC1111,stable-diffusion-webui,AUTOMATIC1111/stable-diffusion-webui,158207,29374,Python,27,13.0,rapid,63900,True,2025-11-16T22:42:37.258362,51,0,1220,8852,0.0,5.8,37049,8513,9669,5.0,1.0,1.0,OK
ollama,ollama,ollama/ollama,155984,13642,Go,160,5.0,rapid,55000,True,2025-11-16T22:04:09.581462,8,0,1234,15179,0.0,8.4,96084,15044,19539,3.0,1.0,1.0,OK
huggingface,transformers,huggingface/transformers,152536,31147,Python,232,8.0,rapid,365300,True,2025-11-16T22:04:09.581462,250,0,6854,70218,0.0,38.2,697470,107843,118359,5.0,1.0,1.0,OK
yt-dlp,yt-dlp,yt-dlp/yt-dlp,135100,10854,Python,125,10.0,rapid,168400,True,2025-11-16T23:23:55.903496,29,8,1980,22654,0.0,0.1,218350,25454,30514,5.0,5.0,1.0,OK
521xueweihan,HelloGitHub,521xueweihan/HelloGitHub,134105,10868,Python,59,30.0,rapid,1000,True,2025-11-16T22:04:09.581462,1,0,3,11,0.0,0.0,197,39,42,3.0,1.0,1.0,OK
microsoft,PowerToys,microsoft/PowerToys,125710,7475,C#,122,17.0,rapid,58800,True,2025-11-16T22:04:09.581462,5,0,80,395,0.0,0.0,1829,58,30,3.0,1.0,1.0,OK
facebook,react-native,facebook/react-native,124505,24958,C++,425,7.0,rapid,405200,False,,,,,,,,,,,,,,
langgenius,dify,langgenius/dify,118932,18398,TypeScript,149,6.0,rapid,104200,True,2025-11-16T22:04:09.581462,997,19,5270,34015,0.0,15.0,549067,63329,46170,5.0,4.0,1.0,OK
kubernetes,kubernetes,kubernetes/kubernetes,118601,41717,Go,767,6.0,rapid,549500,True,2025-11-16T22:04:09.581462,1,333,16939,244410,0.0,23.6,1293139,239980,305108,3.0,5.0,1.0,OK
open-webui,open-webui,open-webui/open-webui,115262,16119,JavaScript,133,5.0,rapid,72900,True,2025-11-17T00:21:54.088068,52,8,1140,11574,0.0,4.6,71038,9298,12557,5.0,5.0,1.0,OK
nodejs,node,nodejs/node,114297,33774,JavaScript,469,7.0,rapid,424400,True,2025-11-16T22:04:09.581462,998,0,10650,85032,0.0,3.2,323267,71520,69260,5.0,1.0,1.0,OK
d3,d3,d3/d3,111804,22858,Shell,194,13.0,rapid,15200,True,2025-11-16T22:04:09.581462,0,0,40,205,0.0,0.0,1221,232,135,1.0,1.0,1.0,OK
mrdoob,three.js,mrdoob/three.js,109374,36069,JavaScript,173,30.0,rapid,244000,True,2025-11-16T22:04:09.581462,1250,1,21897,114978,0.0,14.9,490817,53370,62141,5.0,4.0,1.0,ERROR
axios,axios,axios/axios,108219,11408,JavaScript,104,14.0,rapid,54400,True,2025-11-16T22:04:09.581462,24,0,792,6350,0.0,7.8,15329,3333,1581,5.0,1.0,1.0,OK
microsoft,TypeScript,microsoft/TypeScript,106745,13114,TypeScript,213,15.0,rapid,92100,True,2025-11-16T22:04:09.581462,67,0,8394,57609,0.0,5.0,266480,61597,52554,5.0,1.0,1.0,OK
denoland,deno,denoland/deno,105192,5780,Rust,351,7.0,rapid,113200,True,2025-11-16T22:04:09.581462,395,0,3322,20851,0.0,2.1,364620,52990,40208,5.0,1.0,1.0,OK
facebook,create-react-app,facebook/create-react-app,103849,27163,JavaScript,83,18.0,rapid,94500,True,2025-11-16T23:26:30.637453,7,0,543,4845,0.0,0.5,12868,2098,1198,3.0,1.0,1.0,OK
rustdesk,rustdesk,rustdesk/rustdesk,102500,15052,Rust,33,32.0,rapid,39200,True,2025-11-16T22:04:09.581462,68,0,320,2300,0.0,23.6,118009,14641,14787,5.0,1.0,1.0,OK
microsoft,terminal,microsoft/terminal,100850,8910,C++,142,25.5,rapid,45600,True,2025-11-16T22:04:09.581462,4,0,13,38,0.0,0.0,1149,42,27,5.0,1.0,1.0,OK
fatedier,frp,fatedier/frp,100658,14631,Go,107,26.5,rapid,13400,True,2025-11-16T22:04:09.581462,0,0,93,777,0.0,1.3,20115,3174,2916,1.0,1.0,1.0,OK
shadcn-ui,ui,shadcn-ui/ui,99798,7179,TypeScript,62,6.5,rapid,37900,False,,,,,,,,,,,,,,
angular,angular,angular/angular,99299,26775,TypeScript,561,6.0,rapid,252100,True,2025-11-16T22:04:09.581462,312,3,11503,80805,0.0,3.4,316801,56111,40896,5.0,4.0,1.0,OK
mui,material-ui,mui/material-ui,97287,32741,JavaScript,551,7.0,rapid,339900,False,,,,,,,,,,,,,,
ant-design,ant-design,ant-design/ant-design,96602,53987,TypeScript,722,6.0,rapid,261600,False,,,,,,,,,,,,,,
comfyanonymous,ComfyUI,comfyanonymous/ComfyUI,93611,10558,Python,90,5.5,rapid,25000,True,2025-11-16T22:04:09.581462,95,1,2724,20861,0.0,3.7,93429,14434,15700,5.0,4.0,1.0,OK
puppeteer,puppeteer,puppeteer/puppeteer,92857,9320,TypeScript,608,6.0,rapid,53500,True,2025-11-16T22:04:09.581462,14,0,1106,5792,0.0,5.4,40111,6255,3543,3.0,1.0,1.0,OK
supabase,supabase,supabase/supabase,92786,10668,TypeScript,22,31.0,rapid,172300,True,2025-11-16T22:04:09.581462,740,1,15154,79266,0.0,11.6,514079,61288,36526,5.0,5.0,1.0,OK
fastapi,fastapi,fastapi/fastapi,91935,8226,Python,225,7.0,rapid,85000,True,2025-11-16T22:04:09.581462,4,0,265,2145,0.0,37.6,32995,2958,2027,3.0,1.0,1.0,OK
tailwindlabs,tailwindcss,tailwindlabs/tailwindcss,91069,4788,TypeScript,296,6.0,rapid,32800,True,2025-11-16T22:04:09.581462,29,0,874,7135,0.0,6.6,39198,8714,9773,3.0,1.0,1.0,OK
PanJiaChen,vue-element-admin,PanJiaChen/vue-element-admin,90116,30657,Vue,49,12.0,rapid,12300,True,2025-11-16T23:26:19.563092,16,0,321,1569,0.0,5.4,17853,1621,682,4.0,1.0,1.0,OK
nvm-sh,nvm,nvm-sh/nvm,89261,9555,Shell,70,29.0,rapid,40700,True,2025-11-16T23:26:53.977918,0,0,9,45,0.0,0.0,70,0,0,1.0,1.0,1.0,OK
ChatGPTNextWeb,NextChat,ChatGPTNextWeb/NextChat,86429,60843,TypeScript,77,6.0,rapid,30000,True,2025-11-16T22:04:09.581462,77,0,745,4419,0.0,28.8,42152,4399,2669,3.0,1.0,1.0,OK
gohugoio,hugo,gohugoio/hugo,84735,8095,Go,347,6.0,rapid,90300,True,2025-11-16T22:04:09.581462,55,0,1733,15802,0.0,0.6,88929,19550,26041,4.0,1.0,1.0,OK
immich-app,immich,immich-app/immich,84226,4417,TypeScript,278,5.0,rapid,77300,True,2025-11-17T10:31:23.731934,34,10,730,3434,0.0,9.2,114818,14603,5249,4.0,5.0,1.0,OK
mermaid-js,mermaid,mermaid-js/mermaid,84108,8280,TypeScript,174,15.0,rapid,74200,True,2025-11-17T10:35:08.586719,357,0,2759,14006,0.0,30.3,113064,13132,6588,5.0,1.0,1.0,OK
laravel,laravel,laravel/laravel,82759,24583,Blade,208,12.0,rapid,83300,True,2025-11-16T22:04:09.581462,6,0,10,54,0.0,3.1,780,28,3,3.0,1.0,1.0,OK
oven-sh,bun,oven-sh/bun,82182,3505,Zig,202,7.0,rapid,86900,False,,,,,,,,,,,,,,
clash-verge-rev,clash-verge-rev,clash-verge-rev/clash-verge-rev,81915,6052,TypeScript,55,6.0,rapid,11700,True,2025-11-17T10:29:34.566437,9,0,660,4433,0.0,4.1,54284,9101,6013,4.0,1.0,1.0,OK
tonsky,FiraCode,tonsky/FiraCode,80541,3173,Clojure,29,32.0,rapid,12700,True,2025-11-16T22:04:09.581462,2,0,11,67,0.0,0.0,280,33,36,3.0,1.0,1.0,OK
microsoft,playwright,microsoft/playwright,79323,4822,TypeScript,154,11.0,rapid,66700,False,,,,,,,,,,,,,,
spring-projects,spring-boot,spring-projects/spring-boot,78984,41637,Java,327,27.0,rapid,150100,False,,,,,,,,,,,,,,
louislam,uptime-kuma,louislam/uptime-kuma,78396,6935,JavaScript,116,7.0,rapid,88400,True,2025-11-17T10:33:03.311625,23,3,851,6988,0.0,1.8,39773,5451,4849,5.0,5.0,1.0,OK
tensorflow,models,tensorflow/models,77673,45418,Python,50,31.0,rapid,94800,True,2025-11-16T22:04:09.581462,149,0,5341,37200,0.0,7.8,398402,43254,37053,5.0,1.0,1.0,OK
syncthing,syncthing,syncthing/syncthing,77555,4826,Go,452,7.0,rapid,37000,True,2025-11-16T22:04:09.581462,39,0,887,7067,0.0,0.4,72237,13284,12057,4.0,1.0,1.0,OK
hoppscotch,hoppscotch,hoppscotch/hoppscotch,76944,5419,TypeScript,90,13.0,rapid,29800,True,2025-11-16T22:04:09.581462,87,5,2844,24774,0.0,10.1,162128,22114,13597,4.0,4.0,1.0,OK
nomic-ai,gpt4all,nomic-ai/gpt4all,76917,8300,C++,38,8.0,rapid,12100,True,2025-11-17T10:32:44.099416,0,0,78,433,0.0,0.1,3566,535,578,1.0,1.0,1.0,OK
netdata,netdata,netdata/netdata,76710,6225,C,125,15.0,rapid,66700,True,2025-11-16T22:04:09.581462,16,24,2642,22311,0.0,6.6,231740,32307,32145,5.0,5.0,1.0,OK
FortAwesome,Font-Awesome,FortAwesome/Font-Awesome,75806,12206,JavaScript,62,31.5,rapid,300,False,,,,,,,,,,,,,,
elastic,elasticsearch,elastic/elasticsearch,75451,25613,Java,220,14.0,rapid,239000,False,,,,,,,,,,,,,,
typicode,json-server,typicode/json-server,75338,7244,JavaScript,38,21.0,rapid,9100,True,2025-11-16T22:37:40.154392,5,0,27,148,0.0,0.0,1289,203,144,4.0,1.0,1.0,OK
junegunn,fzf,junegunn/fzf,75081,2613,Go,73,18.0,rapid,30800,True,2025-11-16T22:04:09.581462,0,0,121,5854,0.0,0.0,20134,5305,7504,1.0,1.0,1.0,OK
coder,code-server,coder/code-server,74871,6354,TypeScript,209,7.0,rapid,27100,True,2025-11-16T22:38:45.647903,6,5,334,2254,0.0,2.5,9243,1581,694,3.0,3.0,1.0,OK
unionlabs,union,unionlabs/union,74483,3833,Rust,100,6.5,rapid,2900,True,2025-11-16T22:04:09.581462,30,2,1072,7389,0.0,16.6,258429,24410,10551,4.0,5.0,1.0,OK
nestjs,nest,nestjs/nest,73474,8095,TypeScript,134,13.0,rapid,62900,True,2025-11-16T22:04:09.581462,51,0,781,5147,0.0,5.2,41816,6477,2696,4.0,1.0,1.0,OK
modelcontextprotocol,servers,modelcontextprotocol/servers,72667,8763,TypeScript,20,17.0,rapid,94400,True,2025-11-16T22:04:09.581462,1,0,77,587,0.0,1.0,4034,540,562,3.0,1.0,1.0,OK
ventoy,Ventoy,ventoy/Ventoy,72385,4564,C,105,13.0,rapid,11900,True,2025-11-16T22:04:09.581462,237,0,685,3467,0.0,4.5,24474,705,657,5.0,1.0,1.0,OK
redis,redis,redis/redis,71703,24322,C,107,27.0,rapid,87400,True,2025-11-16T22:04:09.581462,9,0,450,2335,0.0,0.0,9170,469,599,3.0,1.0,1.0,OK
moby,moby,moby/moby,71076,18846,Go,254,7.0,rapid,252400,True,2025-11-16T22:04:09.581462,0,0,1582,16164,0.0,3.3,150310,31614,36224,1.0,1.0,1.0,OK
grafana,grafana,grafana/grafana,70828,13178,TypeScript,560,7.0,rapid,286800,False,,,,,,,,,,,,,,
strapi,strapi,strapi/strapi,70359,9263,TypeScript,498,6.0,rapid,122500,True,2025-11-16T22:04:09.581462,61,1,3573,23256,0.0,4.9,205984,29650,17324,4.0,4.0,1.0,OK
localsend,localsend,localsend/localsend,70293,3775,Dart,24,17.0,rapid,21800,True,2025-11-16T22:04:09.581462,3,1,34,216,0.0,10.2,8444,1074,583,3.0,5.0,1.0,OK
Stirling-Tools,Stirling-PDF,Stirling-Tools/Stirling-PDF,69816,5899,Java,140,5.0,rapid,27300,False,,,,,,,,,,,,,,
binary-husky,gpt_academic,binary-husky/gpt_academic,69666,8396,Python,32,12.0,rapid,11100,True,2025-11-17T10:37:44.445989,571,0,5559,36266,0.0,11.6,55187,9909,15418,5.0,1.0,1.0,OK
protocolbuffers,protobuf,protocolbuffers/protobuf,69614,15932,C++,200,12.0,rapid,137700,False,,,,,,,,,,,,,,
ocornut,imgui,ocornut/imgui,69377,11325,C++,116,27.0,rapid,52100,True,2025-11-16T22:04:09.581462,0,0,13,45,0.0,0.0,228,39,14,1.0,1.0,1.0,OK
apache,superset,apache/superset,68974,16167,TypeScript,236,9.0,rapid,139100,True,2025-11-16T22:04:09.581462,155,12,5947,32944,0.0,5.0,458105,52132,32404,5.0,5.0,1.0,OK
base,node,base/node,68639,2973,Go,64,11.5,rapid,7800,True,2025-11-16T22:04:09.581462,0,0,32,187,0.0,0.0,413,58,83,1.0,1.0,1.0,OK
expressjs,express,expressjs/express,68196,21508,JavaScript,160,5.0,rapid,36400,True,2025-11-16T22:04:09.581462,1,0,506,2568,0.0,0.0,2452,617,358,3.0,1.0,1.0,OK
obsproject,obs-studio,obsproject/obs-studio,68063,8793,C,229,10.0,rapid,72300,True,2025-11-17T08:26:00.158966,63,0,1676,8359,0.0,24.7,8897,75,26,3.0,1.0,1.0,OK
jesseduffield,lazygit,jesseduffield/lazygit,67941,2335,Go,172,9.5,rapid,38000,True,2025-11-16T22:04:09.581462,0,0,375,3707,0.0,0.6,50182,7902,6439,1.0,1.0,1.0,OK
caddyserver,caddy,caddyserver/caddy,67900,4530,Go,130,19.0,rapid,34900,True,2025-11-16T22:04:09.581462,1,0,370,8027,0.0,1.0,41860,9644,13566,3.0,1.0,1.0,OK
firecrawl,firecrawl,firecrawl/firecrawl,67773,5266,TypeScript,30,7.0,rapid,12100,True,2025-11-16T22:04:09.581462,13,22,1990,19585,0.0,25.6,105186,13651,15142,5.0,3.0,1.0,OK
infiniflow,ragflow,infiniflow/ragflow,67710,7231,TypeScript,35,15.0,rapid,37100,True,2025-11-16T22:04:09.581462,155,19,2809,25243,0.0,14.1,199114,26117,23482,5.0,4.0,1.0,OK
Eugeny,tabby,Eugeny/tabby,67177,3754,TypeScript,203,10.0,rapid,17400,True,2025-11-16T22:04:09.581462,25,2,1097,4652,0.0,2.2,24924,5060,3145,4.0,4.0,1.0,OK
ansible,ansible,ansible/ansible,67012,24125,Python,183,7.0,rapid,691300,True,2025-11-16T22:04:09.581462,9,3,2776,25458,0.0,0.7,92394,18877,28881,5.0,4.0,1.0,OK
nektos,act,nektos/act,66976,1775,Go,90,30.0,rapid,21000,True,2025-11-16T22:04:09.581462,0,0,148,1780,0.0,1.6,15019,3073,3790,1.0,1.0,1.0,OK
chartjs,Chart.js,chartjs/Chart.js,66770,11985,JavaScript,117,20.0,rapid,52500,True,2025-11-16T22:04:09.581462,4,0,413,2253,0.0,0.3,14255,3932,2850,3.0,1.0,1.0,OK
AppFlowy-IO,AppFlowy,AppFlowy-IO/AppFlowy,66506,4717,Dart,118,11.0,rapid,37800,False,,,,,,,,,,,,,,
webpack,webpack,webpack/webpack,65762,9173,JavaScript,440,5.0,rapid,95600,True,2025-11-16T22:04:09.581462,196,0,3025,24680,0.0,1.4,104313,23131,28867,4.0,1.0,1.0,OK
juliangarnier,anime,juliangarnier/anime,65223,4363,JavaScript,27,30.0,rapid,6500,True,2025-11-16T22:04:09.581462,89,0,472,3414,0.0,1.9,11587,2450,2962,5.0,1.0,1.0,OK
apache,echarts,apache/echarts,65020,19795,TypeScript,122,23.5,rapid,32200,True,2025-11-16T22:04:09.581462,19,0,3721,18837,0.0,3.2,92312,16928,15689,4.0,1.0,1.0,OK
OpenHands,OpenHands,OpenHands/OpenHands,64987,7908,Python,93,5.0,rapid,40300,True,2025-11-16T22:04:09.581462,107,9,1785,13325,0.0,6.3,143442,19348,18724,5.0,4.0,1.0,OK
keras-team,keras,keras-team/keras,63553,19650,Python,82,26.0,rapid,144900,False,,,,,,,,,,,,,,
vllm-project,vllm,vllm-project/vllm,63115,11292,Python,75,11.5,rapid,180700,False,,,,,,,,,,,,,,
localstack,localstack,localstack/localstack,63007,4412,Python,100,24.0,rapid,63900,True,2025-11-16T22:04:09.581462,16,6,3148,14827,0.0,1.9,251082,27906,23085,5.0,4.0,1.0,OK
facebook,docusaurus,facebook/docusaurus,62634,9541,TypeScript,154,14.5,rapid,127400,True,2025-11-16T22:04:09.581462,46,0,1329,5482,0.0,3.9,56752,6962,3211,4.0,1.0,1.0,OK
socketio,socket.io,socketio/socket.io,62602,10142,TypeScript,76,22.0,rapid,55000,True,2025-11-16T22:04:09.581462,28,0,846,4804,0.0,13.9,21817,3647,2221,3.0,1.0,1.0,OK
hiyouga,LLaMA-Factory,hiyouga/LLaMA-Factory,62514,7568,Python,34,12.0,rapid,22700,True,2025-11-17T08:27:12.491503,13,0,322,3487,0.0,3.5,28283,3594,4413,5.0,1.0,1.0,OK
FuelLabs,sway,FuelLabs/sway,62105,5430,Rust,183,7.0,rapid,15200,True,2025-11-16T22:04:09.581462,39,0,584,3507,0.0,2.2,186243,30107,18341,4.0,1.0,1.0,OK
reduxjs,redux,reduxjs/redux,61391,15188,TypeScript,78,15.5,rapid,105500,True,2025-11-16T22:04:09.581462,18,0,142,672,0.0,2.6,5647,739,286,4.0,1.0,1.0,OK
prometheus,prometheus,prometheus/prometheus,61296,9931,Go,349,7.0,rapid,127100,True,2025-11-16T22:04:09.581462,17,3,1833,21906,0.0,9.2,134480,25572,30160,4.0,3.0,1.0,OK
alacritty,alacritty,alacritty/alacritty,61039,3229,Rust,105,9.0,rapid,46700,True,2025-11-16T22:04:09.581462,0,0,30,180,0.0,0.6,24342,4554,2769,1.0,1.0,1.0,OK
atom,atom,atom/atom,60858,17320,JavaScript,538,5.0,rapid,64200,True,2025-11-16T22:04:09.581462,91,0,2776,29935,0.0,3.2,157684,17289,9321,5.0,1.0,1.0,OK
openinterpreter,open-interpreter,openinterpreter/open-interpreter,60828,5214,Python,48,6.0,rapid,13000,True,2025-11-17T08:27:35.820668,38,1,339,4376,0.0,1.1,14868,2389,4349,5.0,5.0,1.0,OK
rust-lang,rustlings,rust-lang/rustlings,60626,10983,Rust,46,30.0,rapid,46600,True,2025-11-17T08:27:59.092556,0,0,13,74,0.0,3.1,8828,1472,640,1.0,1.0,1.0,OK
gorhill,uBlock,gorhill/uBlock,59782,3826,JavaScript,281,10.0,rapid,12500,True,2025-11-16T22:04:09.581462,145,3,5795,33294,0.0,2.4,87249,24915,31166,5.0,4.0,1.0,OK
FoundationAgents,MetaGPT,FoundationAgents/MetaGPT,59483,7256,Python,22,9.0,rapid,14600,False,,,,,,,,,,,,,,
spring-projects,spring-framework,spring-projects/spring-framework,59180,38836,Java,349,27.0,rapid,120100,False,,,,,,,,,,,,,,
shadowsocks,shadowsocks-windows,shadowsocks/shadowsocks-windows,59116,16344,C#,55,26.0,rapid,8600,False,,,,,,,,,,,,,,
commaai,openpilot,commaai/openpilot,58877,10418,Python,59,31.5,rapid,69900,True,2025-11-16T22:04:09.581462,24,1,1472,14471,0.0,0.4,41362,8720,10396,5.0,4.0,1.0,OK
nuxt,nuxt,nuxt/nuxt,58847,5438,TypeScript,268,8.5,rapid,124400,True,2025-11-16T22:04:09.581462,27,0,662,3803,0.0,0.9,27153,7403,7305,4.0,1.0,1.0,OK
nocodb,nocodb,nocodb/nocodb,58715,4347,TypeScript,179,7.0,rapid,33300,True,2025-11-16T22:04:09.581462,309,3,6700,57015,0.0,9.1,383818,63431,69183,4.0,3.0,1.0,OK
minio,minio,minio/minio,58159,6449,Go,521,5.0,rapid,53100,True,2025-11-16T22:04:09.581462,0,6,1182,29277,0.0,6.1,193067,40158,53774,1.0,3.0,1.0,OK
traefik,traefik,traefik/traefik,58150,5569,Go,492,7.0,rapid,99700,True,2025-11-16T22:04:09.581462,2,16,444,4799,0.0,3.6,135799,11868,11863,3.0,5.0,1.0,OK
rails,rails,rails/rails,57871,22036,Ruby,159,19.0,rapid,686600,True,2025-11-16T22:04:09.581462,61,1,2194,12490,0.0,3.0,123206,29885,18648,5.0,5.0,1.0,OK
jgraph,drawio-desktop,jgraph/drawio-desktop,57866,5490,JavaScript,163,13.0,rapid,1500,False,,,,,,,,,,,,,,
FuelLabs,fuel-core,FuelLabs/fuel-core,57463,2858,Rust,124,7.0,rapid,6700,False,,,,,,,,,,,,,,
BurntSushi,ripgrep,BurntSushi/ripgrep,57333,2307,Rust,74,19.0,rapid,45200,True,2025-11-16T22:04:09.581462,0,0,31,186,0.0,5.8,32807,5225,2500,1.0,1.0,1.0,OK
topjohnwu,Magisk,topjohnwu/Magisk,56962,15906,Rust,153,22.0,rapid,32800,False,,,,,,,,,,,,,,
soimort,you-get,soimort/you-get,56565,9806,Python,123,21.0,rapid,26300,False,,,,,,,,,,,,,,
gatsbyjs,gatsby,gatsbyjs/gatsby,55947,10269,JavaScript,156,13.0,rapid,437000,True,2025-11-16T22:04:09.581462,168,0,7463,46833,0.0,9.0,213425,25924,17968,5.0,1.0,1.0,OK
remix-run,react-router,remix-run/react-router,55922,10778,TypeScript,319,11.0,rapid,123700,False,,,,,,,,,,,,,,
azl397985856,leetcode,azl397985856/leetcode,55713,9478,JavaScript,40,8.5,rapid,8400,True,2025-11-16T22:04:09.581462,0,0,36,181,0.0,0.0,344,103,100,1.0,1.0,1.0,OK
pmndrs,zustand,pmndrs/zustand,55696,1863,TypeScript,98,13.0,rapid,31300,True,2025-11-16T22:04:09.581462,2,0,63,301,0.0,0.0,2365,279,196,3.0,1.0,1.0,OK
AntonOsika,gpt-engineer,AntonOsika/gpt-engineer,55029,7335,Python,21,15.0,rapid,10600,True,2025-11-17T00:40:20.798550,6,0,116,893,0.0,0.2,7245,748,628,5.0,1.0,1.0,OK
OpenBB-finance,OpenBB,OpenBB-finance/OpenBB,54549,5266,Python,52,22.0,rapid,25200,False,,,,,,,,,,,,,,
meilisearch,meilisearch,meilisearch/meilisearch,54520,2262,Rust,277,6.0,rapid,23300,True,2025-11-16T22:04:09.581462,0,0,162,970,0.0,8.0,117355,17303,10927,1.0,1.0,1.0,OK
Textualize,rich,Textualize/rich,54407,1938,Python,171,6.0,rapid,27600,True,2025-11-16T22:04:09.581462,4,0,143,2393,0.0,0.2,21546,2976,3721,5.0,1.0,1.0,OK
pi-hole,pi-hole,pi-hole/pi-hole,54261,2916,Shell,121,21.0,rapid,25800,True,2025-11-17T00:40:05.450376,0,0,174,847,0.0,0.0,834,44,17,1.0,1.0,1.0,OK
ElemeFE,element,ElemeFE/element,54245,14584,Vue,145,9.0,rapid,65700,True,2025-11-16T22:04:09.581462,38,0,1290,6245,0.0,11.7,55856,8173,5332,4.0,1.0,1.0,OK
appwrite,appwrite,appwrite/appwrite,53574,4817,TypeScript,118,8.0,rapid,40800,True,2025-11-16T22:04:09.581462,27,6,3392,41654,0.0,39.3,114461,12594,12930,3.0,5.0,1.0,OK
rclone,rclone,rclone/rclone,53526,4766,Go,117,29.5,rapid,102100,True,2025-11-16T22:04:09.581462,51713,1,1992,18407,0.0,6.2,247185,32605,34924,4.0,5.0,1.0,OK
maybe-finance,maybe,maybe-finance/maybe,53375,4588,Ruby,28,7.0,rapid,12300,False,,,,,,,,,,,,,,
wagoodman,dive,wagoodman/dive,52596,1920,Go,28,10.0,rapid,6700,True,2025-11-16T22:04:09.581462,0,0,35,256,0.0,1.0,6616,1189,1130,1.0,1.0,1.0,OK
marktext,marktext,marktext/marktext,52345,3848,JavaScript,36,12.0,rapid,15500,True,2025-11-16T22:04:09.581462,32,0,1435,10525,0.0,2.1,46609,8584,7452,4.0,1.0,1.0,OK
starship,starship,starship/starship,52224,2291,Rust,136,10.0,rapid,63800,True,2025-11-16T22:04:09.581462,6,0,29,174,0.0,0.8,39839,5555,2468,3.0,1.0,1.0,OK
laurent22,joplin,laurent22/joplin,52154,5594,TypeScript,391,5.0,rapid,72400,False,,,,,,,,,,,,,,
go-gitea,gitea,go-gitea/gitea,51987,6213,Go,221,13.0,rapid,167900,False,,,,,,,,,,,,,,
JetBrains,kotlin,JetBrains/kotlin,51802,6108,Kotlin,273,13.0,rapid,110300,False,,,,,,,,,,,,,,
microsoft,autogen,microsoft/autogen,51692,7854,Python,98,5.0,rapid,53100,True,2025-11-16T22:04:09.581462,109,0,1122,7765,0.0,1.6,68495,10421,10162,4.0,1.0,1.0,OK
romkatv,powerlevel10k,romkatv/powerlevel10k,51625,2372,Shell,33,22.0,rapid,30900,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
WerWolv,ImHex,WerWolv/ImHex,51599,2289,C++,80,9.5,rapid,17100,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
Semantic-Org,Semantic-UI,Semantic-Org/Semantic-UI,51187,4919,JavaScript,154,6.0,rapid,23500,False,,,,,,,,,,,,,,
prettier,prettier,prettier/prettier,51171,4607,JavaScript,127,15.0,rapid,78100,True,2025-11-16T22:04:09.581462,5,0,537,5661,0.0,1.1,42198,10886,8162,4.0,1.0,1.0,OK
jekyll,jekyll,jekyll/jekyll,51087,10239,Ruby,112,22.0,rapid,124800,True,2025-11-16T22:04:09.581462,0,0,170,1271,0.0,0.0,9152,2250,1611,1.0,1.0,1.0,OK
Mintplex-Labs,anything-llm,Mintplex-Labs/anything-llm,51067,5398,JavaScript,21,20.0,rapid,16200,False,,,,,,,,,,,,,,
dani-garcia,vaultwarden,dani-garcia/vaultwarden,50864,2375,Rust,73,27.0,rapid,17000,False,,,,,,,,,,,,,,
etcd-io,etcd,etcd-io/etcd,50773,10215,Go,266,14.0,rapid,113700,False,,,,,,,,,,,,,,
PowerShell,PowerShell,PowerShell/PowerShell,50772,8076,C#,191,22.0,rapid,54000,True,2025-11-16T22:04:09.581462,0,0,28,140,0.0,0.0,8010,0,0,1.0,1.0,1.0,OK
ethereum,go-ethereum,ethereum/go-ethereum,50292,21534,Go,224,14.0,rapid,117800,False,,,,,,,,,,,,,,
agalwood,Motrix,agalwood/Motrix,49786,4751,JavaScript,21,23.0,rapid,7200,True,2025-11-16T22:04:09.581462,1,1,178,707,0.0,1.2,23615,2116,851,2.0,4.0,1.0,OK
pathwaycom,pathway,pathwaycom/pathway,49636,1446,Python,80,9.0,rapid,3100,True,2025-11-16T22:04:09.581462,18,15,672,3665,0.0,3.5,127145,20962,15757,5.0,5.0,1.0,OK
cypress-io,cypress,cypress-io/cypress,49417,3371,TypeScript,379,11.0,rapid,52900,False,,,,,,,,,,,,,,
mastodon,mastodon,mastodon/mastodon,49238,7348,Ruby,307,7.0,rapid,107000,True,2025-11-16T22:04:09.581462,40,4,2244,17717,0.0,3.1,204390,25178,12604,5.0,5.0,1.0,OK
