owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
primus,eventemitter3,primus/eventemitter3,3487,230,JavaScript,25,101.0,slow,2900,True,2025-11-16T22:10:30.482171,5,0,152,836,0.0,14.8,1301,315,142,3.0,1.0,1.0,OK
joeyism,linkedin_scraper,joeyism/linkedin_scraper,3482,820,Python,25,79.0,slow,3000,True,2025-11-16T22:10:51.749558,2,0,66,476,0.0,0.0,1054,184,286,5.0,1.0,1.0,OK
CVCalendar,CVCalendar,CVCalendar/CVCalendar,3481,610,Swift,28,58.0,slow,5700,True,2025-11-16T22:11:03.486040,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
thomasdondorf,puppeteer-cluster,thomasdondorf/puppeteer-cluster,3480,326,TypeScript,26,61.0,slow,1600,True,2025-11-16T22:11:25.041283,0,0,115,1578,0.0,3.8,2073,373,151,1.0,1.0,1.0,OK
holoviz,datashader,holoviz/datashader,3478,378,Python,40,65.0,slow,6200,True,2025-11-16T22:11:53.490216,22,1,764,5871,0.0,6.6,28173,5238,5520,5.0,3.0,1.0,OK
vernemq,vernemq,vernemq/vernemq,3463,416,Erlang,50,51.0,slow,6600,True,2025-11-16T22:11:57.029054,4,0,44,219,0.0,0.0,495,45,46,4.0,1.0,1.0,OK
go-jet,jet,go-jet/jet,3457,167,Go,21,101.5,slow,5000,True,2025-11-16T22:12:06.574667,0,1,746,4844,0.0,11.7,45028,3755,1505,1.0,5.0,1.0,OK
introlab,rtabmap,introlab/rtabmap,3456,872,C++,35,59.0,slow,5800,False,,,,,,,,,,,,,,
web-push-libs,web-push,web-push-libs/web-push,3452,313,JavaScript,23,74.5,slow,5800,True,2025-11-16T22:12:03.403808,2,2,117,947,0.0,11.2,2675,419,268,3.0,5.0,1.0,OK
geany,geany,geany/geany,3451,643,C,23,122.0,slow,24400,False,,,,,,,,,,,,,,
mvscode,frps-onekey,mvscode/frps-onekey,3442,857,Shell,35,57.5,slow,700,True,2025-11-16T22:12:12.538238,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
mpromonet,webrtc-streamer,mpromonet/webrtc-streamer,3431,646,C++,38,54.0,slow,2300,True,2025-11-16T22:12:37.458516,0,2,67,275,0.0,0.0,247,5,4,1.0,3.0,1.0,OK
ReactiveX,rxdart,ReactiveX/rxdart,3430,277,Dart,40,51.0,slow,5000,True,2025-11-16T22:12:50.916825,14,0,3,15,0.0,0.0,231,7,0,4.0,1.0,1.0,OK
microsoft,DirectXShaderCompiler,microsoft/DirectXShaderCompiler,3426,806,C++,21,102.0,slow,16900,True,2025-11-16T22:19:28.461929,348,0,2111,12918,0.0,1.4,44673,4175,5270,5.0,1.0,1.0,OK
malcommac,SwiftLocation,malcommac/SwiftLocation,3423,434,Swift,20,76.0,slow,3800,True,2025-11-16T22:12:41.551249,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
odriverobotics,ODrive,odriverobotics/ODrive,3420,1636,C++,26,56.0,slow,8500,True,2025-11-16T22:13:41.292185,12,1,1832,10107,0.0,2.3,19541,3671,4745,5.0,5.0,1.0,OK
freshOS,Stevia,freshOS/Stevia,3417,220,Swift,38,58.0,slow,3200,True,2025-11-16T22:12:53.996262,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
Haivision,srt,Haivision/srt,3412,910,C++,33,55.0,slow,13400,True,2025-11-16T22:13:02.840715,0,0,9,47,0.0,0.0,212,38,56,1.0,1.0,1.0,OK
oblador,react-native-keychain,oblador/react-native-keychain,3411,530,Kotlin,40,55.5,slow,10200,True,2025-11-16T22:13:41.527460,0,0,25,120,0.0,3.8,3517,418,262,1.0,1.0,1.0,OK
deepjyoti30,ytmdl,deepjyoti30/ytmdl,3407,171,Python,23,83.0,slow,1900,True,2025-11-16T22:13:24.851544,5,2,117,626,0.0,0.0,2854,479,515,5.0,4.0,1.0,OK
spdk,spdk,spdk/spdk,3398,1286,C,54,56.0,slow,48400,True,2025-11-16T22:14:34.505336,6,0,277,2032,0.0,1.3,14432,2628,2344,4.0,1.0,1.0,OK
nicksnyder,go-i18n,nicksnyder/go-i18n,3398,285,Go,36,61.0,slow,5600,True,2025-11-16T22:13:37.757884,0,0,77,1534,0.0,3.6,6372,928,1132,1.0,1.0,1.0,OK
apache,linkis,apache/linkis,3397,1169,Java,33,55.0,slow,19900,False,,,,,,,,,,,,,,
SciSharp,TensorFlow.NET,SciSharp/TensorFlow.NET,3385,540,C#,20,63.0,slow,9500,True,2025-11-16T22:16:24.381831,0,0,35,191,0.0,0.1,1164,119,58,1.0,1.0,1.0,OK
libgit2,libgit2sharp,libgit2/libgit2sharp,3383,914,C#,22,112.5,slow,14300,True,2025-11-16T22:14:28.771993,0,0,0,0,0.0,0.0,6,0,0,1.0,1.0,1.0,OK
Aleksoid1978,MPC-BE,Aleksoid1978/MPC-BE,3380,129,C,24,57.0,slow,1900,True,2025-11-16T22:15:29.901017,103,0,352,1870,0.0,0.0,2492,8,0,3.0,1.0,1.0,OK
KhronosGroup,glslang,KhronosGroup/glslang,3373,919,C++,48,55.5,slow,34600,True,2025-11-16T22:15:16.913584,0,0,30,260,0.0,0.0,384,83,71,1.0,1.0,1.0,OK
vitabaks,autobase,vitabaks/autobase,3370,537,TypeScript,22,93.0,slow,6700,True,2025-11-16T22:16:40.109293,9,0,238,1437,0.0,0.7,13917,1772,1244,5.0,1.0,1.0,OK
DarthSim,overmind,DarthSim/overmind,3357,90,Go,30,52.0,slow,3000,True,2025-11-16T22:14:32.006294,0,0,16,97,0.0,0.0,1705,283,276,1.0,1.0,1.0,OK
bdwgc,bdwgc,bdwgc/bdwgc,3355,429,C,66,63.0,slow,20100,True,2025-11-16T22:15:16.499748,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
mxschmitt,action-tmate,mxschmitt/action-tmate,3353,317,JavaScript,28,66.0,slow,2500,True,2025-11-16T22:15:29.120609,0,0,20,218,0.0,0.1,454,110,107,1.0,1.0,1.0,OK
unikraft,unikraft,unikraft/unikraft,3343,1433,C,22,68.0,slow,11900,True,2025-11-16T22:16:04.328009,0,0,152,2432,0.0,52.4,13298,3139,4420,1.0,1.0,1.0,OK
MobileNativeFoundation,Store,MobileNativeFoundation/Store,3341,215,Kotlin,20,71.5,slow,9400,True,2025-11-16T22:19:08.081805,0,0,100,666,0.0,4.3,9497,918,606,1.0,1.0,1.0,OK
typelift,Swiftz,typelift/Swiftz,3335,232,Swift,21,62.0,slow,4700,True,2025-11-16T22:16:00.646264,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
DanielMartinus,Konfetti,DanielMartinus/Konfetti,3330,313,Kotlin,20,92.0,slow,2800,False,,,,,,,,,,,,,,
Revolutionary-Games,Thrive,Revolutionary-Games/Thrive,3330,565,C#,52,69.0,slow,55500,True,2025-11-16T22:20:28.263788,2,0,15,70,0.0,0.0,868,9,7,3.0,1.0,1.0,OK
maciejhirsz,logos,maciejhirsz/logos,3329,148,Rust,24,125.0,slow,6300,True,2025-11-16T22:16:46.585857,12,0,14,79,0.0,5.3,9463,1559,897,3.0,1.0,1.0,OK
xnimorz,use-debounce,xnimorz/use-debounce,3325,116,TypeScript,28,66.0,slow,3600,True,2025-11-16T22:16:53.424973,0,0,54,291,0.0,21.4,1264,285,110,1.0,1.0,1.0,OK
libarchive,libarchive,libarchive/libarchive,3325,838,C,28,98.0,slow,36200,True,2025-11-16T22:17:00.412894,0,0,21,90,0.0,0.0,46,0,0,1.0,1.0,2.0,OK
davidhu2000,react-spinners,davidhu2000/react-spinners,3323,283,TypeScript,20,124.0,slow,2800,True,2025-11-16T22:17:26.472811,2,0,51,267,0.0,0.0,2339,169,66,2.0,1.0,1.0,OK
collectd,collectd,collectd/collectd,3323,1252,C,26,52.0,slow,69000,False,,,,,,,,,,,,,,
facebookresearch,habitat-sim,facebookresearch/habitat-sim,3309,489,C++,28,93.5,slow,6100,True,2025-11-16T22:18:20.751391,40,0,408,2838,0.0,11.1,26196,3225,4096,5.0,1.0,1.0,OK
prometheus-community,postgres_exporter,prometheus-community/postgres_exporter,3298,803,Go,39,58.0,slow,15800,True,2025-11-16T22:17:48.172201,0,0,87,893,0.0,8.0,9270,1026,1281,1.0,1.0,1.0,OK
eclipse-threadx,threadx,eclipse-threadx/threadx,3298,889,C,22,65.0,slow,3300,True,2025-11-16T22:19:59.997862,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
openseadragon,openseadragon,openseadragon/openseadragon,3298,679,JavaScript,29,134.0,slow,22800,True,2025-11-16T22:18:35.409281,60,0,309,1798,0.0,0.2,8166,1017,812,4.0,1.0,1.0,OK
django-oauth,django-oauth-toolkit,django-oauth/django-oauth-toolkit,3295,819,Python,30,108.0,slow,27500,True,2025-11-16T22:18:31.694991,15,67,163,805,0.0,4.4,21568,1380,674,5.0,5.0,1.0,OK
adafruit,Adafruit_NeoPixel,adafruit/Adafruit_NeoPixel,3295,1306,C++,63,51.0,slow,8700,True,2025-11-16T22:18:30.284700,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
ekalinin,github-markdown-toc,ekalinin/github-markdown-toc,3285,2721,Shell,22,135.0,slow,4300,True,2025-11-16T22:19:01.796307,0,0,3,12,0.0,0.0,9,0,0,1.0,1.0,1.0,OK
jupyter-widgets,ipywidgets,jupyter-widgets/ipywidgets,3282,963,TypeScript,25,52.0,slow,22600,True,2025-11-16T22:20:05.741572,33,0,963,5967,0.0,5.3,26752,3888,2523,5.0,1.0,1.0,OK
mridgers,clink,mridgers/clink,3282,283,C,20,138.0,slow,1500,True,2025-11-16T22:19:31.591140,318,0,6779,33879,0.0,24.6,18848,7,0,3.0,1.0,2.0,OK
shouldly,shouldly,shouldly/shouldly,3281,426,C#,33,63.5,slow,12400,True,2025-11-16T22:19:41.795183,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
kubernetes,node-problem-detector,kubernetes/node-problem-detector,3279,680,Go,40,62.0,slow,16200,True,2025-11-16T22:20:56.413536,0,4,81,921,0.0,2.6,19834,1567,1699,1.0,3.0,1.0,OK
